Product,Price,Link,Rating,Brand,Age Range,Ingredients,Sales
"Only Natural Pet Dry Dog Food Canine PowerFood Formula - Paleo Inspired Formula with No Grain, Soy, Corn, Wheat or Oats – Poultry Feast 20 lb Bag",$43.99,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4NjM2OTA4MDg3NzgwODM6MTczMzAzNDU2NjpzcF9tdGY6MzAwMjkwNjQ4NDI1MzAyOjowOjo&url=%2FOnly-Natural-Pet-PowerFood-Formula%2Fdp%2FB014LRTZ12%2Fref%3Dsr_1_205_sspa%3Fdib%3DeyJ2IjoiMSJ9.FyB_P3Mp_0uTNkAG3YBSeBqW3noYnzNKb-6C_wvlO8VLDTl02bUwIyZTu98hDpDltbQugTZ2aTAm5vpCY-qcN6yVX7l3oq6UUReBvObf2L27nbELLaT9RkKsGgm_EiIdV3iufOFjbgLIHQvC6mwF83kIMyjW8wqd0JXcJe3boTAkXUm04GrFFxiXd6sQGM1GJeRAL9gQDIiP8OpLSOWWNZ_mx5NMmW_n2C80-jt3RUIlEJ2LWD9Lk59og3AampBAhDtTCEyOsS4F-REA8j8gXyiMxZQ9vBoPcXdV2MvFXDM.n0M58qFmikNj3GTNeS8vqE194V7Ute_8lF-PrN_o_is%26dib_tag%3Dse%26keywords%3Dpet%2Bfood%26qid%3D1733034566%26sr%3D8-205-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,4.1 out of 5 stars,Only Natural Pet,All Life Stages,Ingredients unavailable,Sales unavailable
"Nature's Logic Canine Rabbit Meal Feast, 4.4lbs",$27.99,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4NjM2OTA4MDg3NzgwODM6MTczMzAzNDU2NjpzcF9tdGY6MzAwNDY1MTMxNzkzMzAyOjowOjo&url=%2FNatureS-Logic-Canine-Rabbit-Feast%2Fdp%2FB00CQRX7V4%2Fref%3Dsr_1_206_sspa%3Fdib%3DeyJ2IjoiMSJ9.FyB_P3Mp_0uTNkAG3YBSeBqW3noYnzNKb-6C_wvlO8VLDTl02bUwIyZTu98hDpDltbQugTZ2aTAm5vpCY-qcN6yVX7l3oq6UUReBvObf2L27nbELLaT9RkKsGgm_EiIdV3iufOFjbgLIHQvC6mwF83kIMyjW8wqd0JXcJe3boTAkXUm04GrFFxiXd6sQGM1GJeRAL9gQDIiP8OpLSOWWNZ_mx5NMmW_n2C80-jt3RUIlEJ2LWD9Lk59og3AampBAhDtTCEyOsS4F-REA8j8gXyiMxZQ9vBoPcXdV2MvFXDM.n0M58qFmikNj3GTNeS8vqE194V7Ute_8lF-PrN_o_is%26dib_tag%3Dse%26keywords%3Dpet%2Bfood%26qid%3D1733034566%26sr%3D8-206-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,4.3 out of 5 stars,NATURE'S LOGIC,All Life Stages,"Rabbit Meal, Turkey Meal, Millet, Chicken Fat (Preserved With Mixed Tocopherols), Pumpkin Seed, Yeast Culture, Spray Dried Pork Liver, Dried Egg Product, Alfalfa Nutrient Concentrate, Montmorillonite Clay, Dried Kelp, Spray Dried Porcine Plasma, Dried Tomato, Almonds, Dried Chicory Root, Dried Carrot, Dried Apple, Menhaden Fish Meal, Dried Pumpkin, Dried Apricot, Dried Blueberry, Dried Spinach, Dried Broccoli, Dried Cranberry, Parsley, Dried Artichoke, Rosemary, Dried Mushroom, Dried Lactobacillus Acidophilus Fermentation Product, Dried Lactobacillus Casei Fermentation Product, Dried Bifidobacterium Bifidium Fermentation Product, Dried Enterococcus Faecium Fermentation Product, Dried Bacillus Coagulans Fermentation Product, Dried Pineapple Extract, Dried Aspergillus Niger Fermentation Extract, Dried Aspergillus Oryzae Fermentation Extract, Dried Trichoderma Longibrachiatum Fermentation Extract",Sales unavailable
"Nutrish Rachael Ray Chunks in Gravy Wet Dog Food Variety Pack, 13 Ounce (Pack of 12)",$24.39,https://www.amazon.com/Rachael-Ray-Nutrish-Chunks-Variety/dp/B0BLZM66J6/ref=sr_1_207?dib=eyJ2IjoiMSJ9.FyB_P3Mp_0uTNkAG3YBSeBqW3noYnzNKb-6C_wvlO8VLDTl02bUwIyZTu98hDpDltbQugTZ2aTAm5vpCY-qcN6yVX7l3oq6UUReBvObf2L27nbELLaT9RkKsGgm_EiIdV3iufOFjbgLIHQvC6mwF83kIMyjW8wqd0JXcJe3boTAkXUm04GrFFxiXd6sQGM1GJeRAL9gQDIiP8OpLSOWWNZ_mx5NMmW_n2C80-jt3RUIlEJ2LWD9Lk59og3AampBAhDtTCEyOsS4F-REA8j8gXyiMxZQ9vBoPcXdV2MvFXDM.n0M58qFmikNj3GTNeS8vqE194V7Ute_8lF-PrN_o_is&dib_tag=se&keywords=pet+food&qid=1733034566&sr=8-207,4.4 out of 5 stars,Nutrish,All Life Stages,"Chicken: Chicken Broth, Chicken, Liver, Soy Protein Concentrate, Pumpkin, Peas, Carrots, Brown Rice, Barley, Canola Oil (Preserved With Mixed Tocopherols), Dried Eggs, Oat Fiber, Salt, Dried Brewers Yeast, Menhaden Fish Oil (Preserved With Mixed Tocopherols), Guar Gum, Calcium Carbonate, Sodium Tripolyphosphate, Potassium Chloride, Minerals (Zinc Proteinate, Zinc Sulfate, Ferrous Sulfate, Iron Proteinate, Copper Sulfate, Copper Proteinate, Sodium Selenite, Manganese Sulfate, Manganese Proteinate, Calcium Iodate), Vitamins (L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C), Vitamin E Supplement, Thiamine Mononitrate, Niacin, D-Calcium Pantothenate, Vitamin A Supplement, Riboflavin Supplement, Vitamin D3 Supplement, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Folic Acid), Carrageenan, Thiamin Mononitrate, Vitamin E, Rosemary Extract. Beef: Crude Protein(Min)...8%, Crude Fat(Min)...5%, Crude Fiber(Max)...1.5%, Moisture(Max)...80%, Calcium(Min)...0.25%, Phosphorus(Min)...0.2%, Vitamin A(Min)...5000 Iu/Kg, Vitamin E(Min)...45 Iu/Kg, Omega-3 Fatty Acids(Min)...0.2% *Not Recognized As An Essential Nutrient By The Aafco Dog Food Nutrient Profiles, Omega-6 Fatty Acids(Min)...0.45% *Not Recognized As An Essential Nutrient By The Aafco Dog Food Nutrient Profiles, Glucosamine (Min)...135mg/Kg *Not Recognized As An Essential Nutrient By The Aafco Dog Food Nutrient Profiles, Chondroitin Sulfate (Min)...200 Mg/Kg *Not Recognized As An Essential Nutrient By The Aafco Dog Food Nutrient Profiles",1K+ bought in past month
Blue Buffalo Tastefuls Wet Cat Food Paté Variety Pack Chicken Turkey & Chicken Ocean Fish & Tuna,$17.16,https://www.amazon.com/Blue-Buffalo-Tastefuls-Natural-Variety/dp/B08MKQS588/ref=sr_1_208?dib=eyJ2IjoiMSJ9.FyB_P3Mp_0uTNkAG3YBSeBqW3noYnzNKb-6C_wvlO8VLDTl02bUwIyZTu98hDpDltbQugTZ2aTAm5vpCY-qcN6yVX7l3oq6UUReBvObf2L27nbELLaT9RkKsGgm_EiIdV3iufOFjbgLIHQvC6mwF83kIMyjW8wqd0JXcJe3boTAkXUm04GrFFxiXd6sQGM1GJeRAL9gQDIiP8OpLSOWWNZ_mx5NMmW_n2C80-jt3RUIlEJ2LWD9Lk59og3AampBAhDtTCEyOsS4F-REA8j8gXyiMxZQ9vBoPcXdV2MvFXDM.n0M58qFmikNj3GTNeS8vqE194V7Ute_8lF-PrN_o_is&dib_tag=se&keywords=pet+food&qid=1733034566&sr=8-208,4.2 out of 5 stars,Blue Buffalo,Adult,"Chicken: Chicken, Chicken Broth, Chicken Liver, Natural Flavor, Brown Rice, Guar Gum, Sweet Potatoes, Powdered Cellulose, Tricalcium Phosphate, Sodium Acid Pyrophosphate, Carrageenan, Taurine, Fish Oil, Cassia Gum, Potassium Chloride, Salt, Choline Chloride, Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Vitamin E Supplement, Thiamine Mononitrate (Vitamin B1), Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Sodium Selenite, Niacin Supplement (Vitamin B3), Calcium Pantothenate (Vitamin B5), Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement (Vitamin B2), Vitamin A Supplement, Biotin (Vitamin B7), Potassium Iodide, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid (Vitamin B9), preserved with Mixed Tocopherols Turkey/Chicken: Turkey, Chicken Broth, Chicken Liver, Chicken, Natural Flavor, Brown Rice, Guar Gum, Sweet Potatoes, Potassium Chloride, Salt, Sodium Acid Pyrophosphate, Carrageenan, Taurine, Fish Oil, Cassia Gum, Choline Chloride, Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Vitamin E Supplement, Thiamine Mononitrate (Vitamin B1), Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Sodium Selenite, Niacin Supplement (Vitamin B3), Calcium Pantothenate (Vitamin B5), Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement (Vitamin B2), Vitamin A Supplement, Biotin (Vitamin B7), Potassium Iodide, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid (Vitamin B9), preserved with Mixed Tocopherols Ocean Fish/Tuna: Whitefish, Fish Broth, Tuna, Chicken, Chicken Liver, Brown Rice, Natural Flavor, Guar Gum, Sweet Potatoes, Potassium Chloride, Salt, Sodium Acid Pyrophosphate, Carrageenan, Cassia Gum, Taurine, Choline Chloride, Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Vitamin E Supplement, Thiamine Mononitrate (Vitamin B1), Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Sodium Selenite, Niacin Supplement (Vitamin B3), Calcium Pantothenate (Vitamin B5), Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement (Vitamin B2), Vitamin A Supplement, Biotin (Vitamin B7), Potassium Iodide, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid (Vitamin B9)",1K+ bought in past month
"Purina Beyond Organic Wet Dog Food, Organic Chicken & Sweet Potato Adult Recipe Ground Entrée With Broth - (Pack of 12) 13 oz. Cans",$31.84,https://www.amazon.com/Purina-Beyond-Organic-Chicken-Potato/dp/B08R7XJDMX/ref=sr_1_209?dib=eyJ2IjoiMSJ9.FyB_P3Mp_0uTNkAG3YBSeBqW3noYnzNKb-6C_wvlO8VLDTl02bUwIyZTu98hDpDltbQugTZ2aTAm5vpCY-qcN6yVX7l3oq6UUReBvObf2L27nbELLaT9RkKsGgm_EiIdV3iufOFjbgLIHQvC6mwF83kIMyjW8wqd0JXcJe3boTAkXUm04GrFFxiXd6sQGM1GJeRAL9gQDIiP8OpLSOWWNZ_mx5NMmW_n2C80-jt3RUIlEJ2LWD9Lk59og3AampBAhDtTCEyOsS4F-REA8j8gXyiMxZQ9vBoPcXdV2MvFXDM.n0M58qFmikNj3GTNeS8vqE194V7Ute_8lF-PrN_o_is&dib_tag=se&keywords=pet+food&qid=1733034566&sr=8-209,4.4 out of 5 stars,Beyond,Adult,Protein-Rich,900+ bought in past month
"Native Pet Bone Broth for Dogs and Cats – Chicken Broth for Cats & Dogs - Dog Bone Broth Powder, Dog Food Topper for Picky Eaters - Dog Gravy Topper for Dry Food – Dog Broth & Cat Broth – 5.75 oz",$15.99,https://www.amazon.com/Native-Pet-Organic-Bone-Broth/dp/B07N8HQDL5/ref=sr_1_210?dib=eyJ2IjoiMSJ9.FyB_P3Mp_0uTNkAG3YBSeBqW3noYnzNKb-6C_wvlO8VLDTl02bUwIyZTu98hDpDltbQugTZ2aTAm5vpCY-qcN6yVX7l3oq6UUReBvObf2L27nbELLaT9RkKsGgm_EiIdV3iufOFjbgLIHQvC6mwF83kIMyjW8wqd0JXcJe3boTAkXUm04GrFFxiXd6sQGM1GJeRAL9gQDIiP8OpLSOWWNZ_mx5NMmW_n2C80-jt3RUIlEJ2LWD9Lk59og3AampBAhDtTCEyOsS4F-REA8j8gXyiMxZQ9vBoPcXdV2MvFXDM.n0M58qFmikNj3GTNeS8vqE194V7Ute_8lF-PrN_o_is&dib_tag=se&keywords=pet+food&qid=1733034566&sr=8-210,4.4 out of 5 stars,Native Pet,All Life Stages,"chicken broth, chicken protein, sweet potato",3K+ bought in past month
"Nature’s Recipe Grain Free Small Breed Chicken, Sweet Potato & Pumpkin Recipe Dry Dog Food, 12 lb. Bag",$23.98,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4NjM2OTA4MDg3NzgwODM6MTczMzAzNDU2NjpzcF9tdGY6MzAwMDYyNjg0ODczNDAyOjowOjo&url=%2FNatureS-Recipe-Chicken-Pumpkin-12-Pound%2Fdp%2FB00KIPQN5S%2Fref%3Dsr_1_211_sspa%3Fdib%3DeyJ2IjoiMSJ9.FyB_P3Mp_0uTNkAG3YBSeBqW3noYnzNKb-6C_wvlO8VLDTl02bUwIyZTu98hDpDltbQugTZ2aTAm5vpCY-qcN6yVX7l3oq6UUReBvObf2L27nbELLaT9RkKsGgm_EiIdV3iufOFjbgLIHQvC6mwF83kIMyjW8wqd0JXcJe3boTAkXUm04GrFFxiXd6sQGM1GJeRAL9gQDIiP8OpLSOWWNZ_mx5NMmW_n2C80-jt3RUIlEJ2LWD9Lk59og3AampBAhDtTCEyOsS4F-REA8j8gXyiMxZQ9vBoPcXdV2MvFXDM.n0M58qFmikNj3GTNeS8vqE194V7Ute_8lF-PrN_o_is%26dib_tag%3Dse%26keywords%3Dpet%2Bfood%26qid%3D1733034566%26sr%3D8-211-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,4.7 out of 5 stars,Nature's Recipe,Adult,"Chicken, Chicken Meal, Garbanzo Beans, Peas, Pea Starch, Poultry Fat (Preserved with Mixed Tocopherols), Sweet Potatoes, Pumpkin, Natural Flavor, Dried Tomato Pomace, Salt, Potassium Chloride, Taurine, Dl Methionine, Choline Chloride, Minerals (Ferrous Sulfate, Iron , Proteinate, Zinc Proteinate, Zinc Oxide, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Calcium Iodate, Sodium, Selenite), Vitamins (Vitamin E Supplement, L-ascorbyl-2-polyphosphate (Source of Vitamin C), Inositol, Niacin, D-calcium Pantothenate, Vitamin A Supplement, Riboflavin Supplement, Thiamine Mononitrate, Beta-carotene, Pyridoxine Hydrochloride, Vitamin B12 Supplement, Menadione Sodium Bisulfite Complex, Vitamin D3 Supplement, Folic Acid, Biotin), Lactic Acid, Citric Acid (Used As A Preservative), Rosemary Extract.",400+ bought in past month
"Stella & Chewy's Freeze Dried Raw Dinner Patties – Grain Free Dog Food, Protein Rich Tantalizing Turkey Recipe – 14 oz Bag",$25.19,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4NjM2OTA4MDg3NzgwODM6MTczMzAzNDU2NjpzcF9tdGY6MzAwMTQ5ODMxODM2MzAyOjowOjo&url=%2FStella-Freeze-Dried-Tantalizing-Patties-Grain-Free%2Fdp%2FB0747P8XC7%2Fref%3Dsr_1_212_sspa%3Fdib%3DeyJ2IjoiMSJ9.FyB_P3Mp_0uTNkAG3YBSeBqW3noYnzNKb-6C_wvlO8VLDTl02bUwIyZTu98hDpDltbQugTZ2aTAm5vpCY-qcN6yVX7l3oq6UUReBvObf2L27nbELLaT9RkKsGgm_EiIdV3iufOFjbgLIHQvC6mwF83kIMyjW8wqd0JXcJe3boTAkXUm04GrFFxiXd6sQGM1GJeRAL9gQDIiP8OpLSOWWNZ_mx5NMmW_n2C80-jt3RUIlEJ2LWD9Lk59og3AampBAhDtTCEyOsS4F-REA8j8gXyiMxZQ9vBoPcXdV2MvFXDM.n0M58qFmikNj3GTNeS8vqE194V7Ute_8lF-PrN_o_is%26dib_tag%3Dse%26keywords%3Dpet%2Bfood%26qid%3D1733034566%26sr%3D8-212-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,4.6 out of 5 stars,Stella & Chewy's,All Life Stages,"Turkey with ground bone, turkey liver, turkey gizzard, pumpkin seed, organic cranberries, organic spinach, organic broccoli, organic beets, organic carrots, organic squash, organic blueberries, salt, fenugreek seed, potassium chloride, dried kelp, sodium phosphate, tocopherols (preservative), choline chloride, dried Pediococcus acidilactici fermentation product, dried Lactobacillus acidophilus fermentation product, dried Bifidobacterium longum fermentation product, dried Bacillus coagulans fermentation product, zinc proteinate, iron proteinate, taurine, calcium carbonate, vitamin E supplement, thiamine mononitrate, copper proteinate, manganese proteinate, sodium selenite, niacin supplement, d-calcium pantothenate, riboflavin supplement, vitamin A supplement, vitamin D3 supplement, vitamin B12 supplement, pyridoxine hydrochloride, folic acid.",1K+ bought in past month
"Rachael Ray Nutrish Premium Natural Wet Dog Food, Hearty Recipes Variety Pack, 8 Ounce Tub (Pack of 12)",$24.80,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4NjM2OTA4MDg3NzgwODM6MTczMzAzNDU2NjpzcF9tdGY6MzAwMDYyNDA0MzcyMzAyOjowOjo&url=%2FRachael-Ray-Nutrish-Recipes-Variety%2Fdp%2FB07D5DNXRN%2Fref%3Dsr_1_213_sspa%3Fdib%3DeyJ2IjoiMSJ9.FyB_P3Mp_0uTNkAG3YBSeBqW3noYnzNKb-6C_wvlO8VLDTl02bUwIyZTu98hDpDltbQugTZ2aTAm5vpCY-qcN6yVX7l3oq6UUReBvObf2L27nbELLaT9RkKsGgm_EiIdV3iufOFjbgLIHQvC6mwF83kIMyjW8wqd0JXcJe3boTAkXUm04GrFFxiXd6sQGM1GJeRAL9gQDIiP8OpLSOWWNZ_mx5NMmW_n2C80-jt3RUIlEJ2LWD9Lk59og3AampBAhDtTCEyOsS4F-REA8j8gXyiMxZQ9vBoPcXdV2MvFXDM.n0M58qFmikNj3GTNeS8vqE194V7Ute_8lF-PrN_o_is%26dib_tag%3Dse%26keywords%3Dpet%2Bfood%26qid%3D1733034566%26sr%3D8-213-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,4.5 out of 5 stars,Nutrish,Adult,"Chicken Paw Pie: Chicken Broth, Chicken, Dried Egg Product, Egg White, Pea Protein, Sweet Potatoes, Green Beans, Pineapple, Ground Tapioca, Dicalcium Phosphate, Natural Flavor, Guar Gum, Potassium Chloride, Choline Chloride, Salt, Calcium Carbonate, Magnesium Sulfate, Fish Oil, Zinc Proteinate, Iron Proteinate, Caramel (Color), Celery Powder, Vitamin E Supplement, L-ascorbyl-2-polyphosphate (Source of Vitamin C), Thiamine Mononitrate, Niacin, Copper Proteinate, Manganese Proteinate, Vitamin A Acetate, Calcium Iodate, Calcium Pantothenate, Sodium Selenite, Riboflavin, Vitamin B12 Supplement, Pyridoxine Hydrochloride (Source of Vitamin B6), Folic Acid, Vitamin D3 Supplement, Biotin, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity) Chicken Muttballs: Chicken Broth, Chicken, Dried Egg Product, Ground Tapioca, Pea Protein, Carrots, Egg White, Dicalcium Phosphate, Rice Pasta (Rice, Water, Ground Tapioca), Natural Flavor, Guar Gum, Potassium Chloride, Spinach, Salt, Choline Chloride, Calcium Carbonate, Fish Oil, Caramel (Color), Zinc Proteinate, Magnesium Sulfate, Iron Proteinate, Celery Powder, Vitamin E Supplement, L-ascorbyl-2-polyphosphate (Source of Vitamin C), Thiamine Mononitrate, Niacin, Copper Proteinate, Manganese Proteinate, Vitamin A Acetate, Calcium Iodate, Calcium Pantothenate, Sodium Selenite, Riboflavin, Vitamin B12 Supplement, Pyridoxine Hydrochloride (Source of Vitamin B6), Folic Acid, Vitamin D3 Supplement, Biotin, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity) Beef Stroganwoof: Chicken Broth, Beef, Chicken, Dried Egg Product, Pea Protein, Ground Tapioca, Natural Flavor, Egg White, Green Beans, Tomato, Rice Pasta (Rice, Water, Ground Tapioca), Dicalcium Phosphate, Guar Gum, Caramel (Color), Potassium Chloride, Salt, Choline Chloride, Calcium Carbonate, Fish Oil, Zinc Proteinate, Magnesium Sulfate, Iron Proteinate, Celery Powder, Vitamin E Supplement, L-ascorbyl-2-polyphosphate (Source of Vitamin C), Thiamine Mononitrate, Niacin, Copper Proteinate, Manganese Proteinate, Vitamin A Acetate, Calcium Iodate, Calcium Pantothenate, Sodium Selenite, Riboflavin, Vitamin B12 Supplement, Pyridoxine Hydrochloride (Source of Vitamin B6), Folic Acid, Vitamin D3 Supplement, Biotin, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity)",4K+ bought in past month
"A Strong Heart Wet Dog Food Pouches, Beef & Vegetable Stew, 3.5 oz Pouches (Pack of 24), Made in The USA with Real Beef",$24.00,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4NjM2OTA4MDg3NzgwODM6MTczMzAzNDU2NjpzcF9tdGY6MzAwNTMxMjIzMTc5MTAyOjowOjo&url=%2FStrong-Heart-Food-Pouches-Vegetable%2Fdp%2FB0D9YYBD38%2Fref%3Dsr_1_214_sspa%3Fdib%3DeyJ2IjoiMSJ9.FyB_P3Mp_0uTNkAG3YBSeBqW3noYnzNKb-6C_wvlO8VLDTl02bUwIyZTu98hDpDltbQugTZ2aTAm5vpCY-qcN6yVX7l3oq6UUReBvObf2L27nbELLaT9RkKsGgm_EiIdV3iufOFjbgLIHQvC6mwF83kIMyjW8wqd0JXcJe3boTAkXUm04GrFFxiXd6sQGM1GJeRAL9gQDIiP8OpLSOWWNZ_mx5NMmW_n2C80-jt3RUIlEJ2LWD9Lk59og3AampBAhDtTCEyOsS4F-REA8j8gXyiMxZQ9vBoPcXdV2MvFXDM.n0M58qFmikNj3GTNeS8vqE194V7Ute_8lF-PrN_o_is%26dib_tag%3Dse%26keywords%3Dpet%2Bfood%26qid%3D1733034566%26sr%3D8-214-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Rating unavailable,Strongheart,All Life Stages,"WATER SUFFICIENT FOR PROCESSING, CHICKEN, MEAT BY-PRODUCTS, ANIMAL LIVER, BEEF, ANIMAL PLASMA, WHEAT GLUTEN, EGG NOODLE (SEMOLINA, NIACIN, FERROUS SULFATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WHEAT FLOUR, DRIED PLAIN BEET PULP, POTATO STARCH, DRIED PEAS, DRIED CARROTS, GUAR GUM, SALT, ADDED COLOR, SODIUM PHOSPHATE, NATURAL FLAVOR, POTASSIUM CHLORIDE, CORN STARCH, VITAMINS (VITAMIN E SUPPLEMENT, THIAMINE MONONITRATE, NIACIN SUPPLEMENT, d-CALCIUM PANTOTHENATE, VITAMIN A SUPPLEMENT, RIBOFLAVIN SUPPLEMENT, BIOTIN, VITAMIN B12 SUPPLEMENT, PYRIDOXINE HYDROCHLORIDE, VITAMIN D3 SUPPLEMENT, FOLIC ACID), SODIUM CARBONATE, CHOLINE CHLORIDE, MINERALS (FERROUS SULFATE, ZINC OXIDE, COPPER PROTEINATE, SODIUM SELENITE, MANGANESE SULFATE, POTASSIUM IODIDE), CALCIUM CARBONATE, XANTHAN GUM.",Sales unavailable
"Royal Canin Yorkshire Terrier Adult Dry Dog Food, 10 lb bag",$61.99,https://www.amazon.com/Royal-Canin-Nutrition-Yorkshire-10-Pound/dp/B0032BOIH0/ref=sr_1_215?dib=eyJ2IjoiMSJ9.FyB_P3Mp_0uTNkAG3YBSeBqW3noYnzNKb-6C_wvlO8VLDTl02bUwIyZTu98hDpDltbQugTZ2aTAm5vpCY-qcN6yVX7l3oq6UUReBvObf2L27nbELLaT9RkKsGgm_EiIdV3iufOFjbgLIHQvC6mwF83kIMyjW8wqd0JXcJe3boTAkXUm04GrFFxiXd6sQGM1GJeRAL9gQDIiP8OpLSOWWNZ_mx5NMmW_n2C80-jt3RUIlEJ2LWD9Lk59og3AampBAhDtTCEyOsS4F-REA8j8gXyiMxZQ9vBoPcXdV2MvFXDM.n0M58qFmikNj3GTNeS8vqE194V7Ute_8lF-PrN_o_is&dib_tag=se&keywords=pet+food&qid=1733034566&rdc=1&sr=8-215,4.8 out of 5 stars,Royal Canin,Adult,"Chicken Meal, Brewers Rice, Brown Rice, Chicken Fat, Chicken, Corn Gluten Meal, Dried Egg Powder, Barley, Natural Chicken Flavor, Cellulose, Dried Beet Pulp (sugar removed), Anchovy Oil, Dried Brewers Yeast, Potassium Chloride, Soya Oil, Fructo-oligosaccharides, Salmon Meal, Calcium Carbonate, Sodium Tripolyphosphate, Choline Chloride, Dried Brewers Yeast Extract (source of Mannan-oligosaccharides), Taurine, Vitamins [DL-Alpha Tocopherol (source of Vitamin E), Inositol, Niacin Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), D-Calcium Pantothenate, Biotin, Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement (Vitamin B2), Thiamine Mononitrate (Vitamin B1), Vitamin A Acetate, Folic Acid, Vitamin B12 Supplement, Vitamin D3 Supplement], Magnesium Oxide, Borage Oil, Trace Minerals [Zinc Proteinate, Zinc Oxide, Ferrous Sulfate, Manganese Proteinate, Copper Proteinate, Copper Sulfate, Manganous Oxide, Sodium Selenite, Calcium Iodate], Glucosamine Hydrochloride, L-Carnitine, DL-Methionine, Marigold Extract (Calendula officinalis L.), Tea (Green Tea Extract), Chondroitin Sulfate, preserved with Natural Tocopherols (source of Vitamin E), Citric Acid and Rosemary Extract",4K+ bought in past month
"The Honest Kitchen Whole Food Clusters Whole Grain Chicken & Oat Dry Dog Food, 5 lb Bag",$24.49,https://www.amazon.com/Honest-Kitchen-Broth-OVERS-Toppers/dp/B0844J7BVD/ref=sr_1_216?dib=eyJ2IjoiMSJ9.FyB_P3Mp_0uTNkAG3YBSeBqW3noYnzNKb-6C_wvlO8VLDTl02bUwIyZTu98hDpDltbQugTZ2aTAm5vpCY-qcN6yVX7l3oq6UUReBvObf2L27nbELLaT9RkKsGgm_EiIdV3iufOFjbgLIHQvC6mwF83kIMyjW8wqd0JXcJe3boTAkXUm04GrFFxiXd6sQGM1GJeRAL9gQDIiP8OpLSOWWNZ_mx5NMmW_n2C80-jt3RUIlEJ2LWD9Lk59og3AampBAhDtTCEyOsS4F-REA8j8gXyiMxZQ9vBoPcXdV2MvFXDM.n0M58qFmikNj3GTNeS8vqE194V7Ute_8lF-PrN_o_is&dib_tag=se&keywords=pet+food&qid=1733034566&sr=8-216,4.3 out of 5 stars,The Honest Kitchen,All Life Stages,"Chicken, oats, barley, chicken liver, carrots, eggs, ground flaxseed, broccoli, pumpkin, apples, natural chicken flavor, coconut oil, kale, chia seed, salmon oil, minerals [tricalcium phosphate, sodium chloride, potassium chloride, iron amino acid chelate, copper amino acid chelate, manganese amino acid chelate, zinc amino acid chelate, sodium selenite], fenugreek seed, dried kelp, taurine, L-carnitine, vitamins [vitamin A supplement, vitamin D3 supplement, vitamin E supplement, niacin supplement, folic acid, thiamine mononitrate (vitamin B1), riboflavin (vitamin B2), calcium pantothenate (vitamin B5), pyridoxine hydrochloride (vitamin B6), vitamin B12 supplement, choline chloride ], mixed tocopherols (a natural preservative), turmeric, dried bacillus coagulans fermentation product, rosemary extract.",1K+ bought in past month
